Entry,Reaction Name,Description,Pathway IDs
R11522,Fe-coproporphyrin III:hydrogen peroxide oxidoreductase (decarboxylating),Fe-coproporphyrin III + 2 Hydrogen peroxide <=> Heme + 2 CO2 + 4 H2O,"Porphyrin metabolism,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R12344,ATP:L-serine 3-phosphotransferase,ATP + L-Serine <=> ADP + O-Phospho-L-serine,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R11705,O-phospho-L-serine:L-glutamate N-(2S)-2-amino-2-carboxyethyltransferase,O-Phospho-L-serine + L-Glutamate <=> N-[(2S)-2-Amino-2-carboxyethyl]-L-glutamate + Orthophosphate,"Biosynthesis of various other secondary metabolites,Biosynthesis of various antibiotics,Biosynthesis of secondary metabolites"
R12308,"L-2,3-diaminopropanoate:citrate ligase (AMP, 2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate-forming)","ATP + L-2,3-Diaminopropanoate + Citrate <=> AMP + Diphosphate + 2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate","Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R12309,2-[(L-alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate carboxy-lyase (2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate-forming),2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate <=> 2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate + CO2,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R12311,"2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate:L-2,3-diaminopropanoate ligase {2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate-forming}","ATP + 2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate + L-2,3-Diaminopropanoate <=> AMP + Diphosphate + 2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate","Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R12312,2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate:2-oxoglutarate ligase (staphyloferrin B-forming),ATP + 2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate + 2-Oxoglutarate <=> AMP + Diphosphate + Staphyloferrin B,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R01253,L-proline:quinone oxidoreductase,L-Proline + Quinone <=> (S)-1-Pyrroline-5-carboxylate + Hydroquinone,"Arginine and proline metabolism,Biosynthesis of secondary metabolites"
R00245,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,L-Glutamate 5-semialdehyde + NAD+ + H2O <=> L-Glutamate + NADH + H+,Arginine and proline metabolism
R07251,acyl-CoA:malonyl-CoA C-acyltransferase (dihydromonacolin L-[acp]-forming),9 Malonyl-CoA + 11 NADPH + 10 H+ + S-Adenosyl-L-methionine + Acyl-carrier protein <=> Dihydromonacolin L-[acyl-carrier protein] + 9 CoA + 9 CO2 + 11 NADP+ + S-Adenosyl-L-homocysteine + 6 H2O,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R11187,dihydromonacolin L-[acyl-carrier protein] hydrolase,Dihydromonacolin L-[acyl-carrier protein] + H2O <=> Acyl-carrier protein + Dihydromonacolin L acid,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R10791,"dihydromonacolin L acid,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (3-hydroxylating)","Dihydromonacolin L acid + Oxygen + [Reduced NADPH---hemoprotein reductase] <=> 3alpha-Hydroxy-3,5-dihydromonacolin L acid + [Oxidized NADPH---hemoprotein reductase] + H2O","Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R11445,"malonyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, methylating, 2-methylbutanoate-forming)",2 Malonyl-CoA + Acyl-carrier protein + 2 NADPH + 2 H+ + S-Adenosyl-L-methionine <=> (S)-2-Methylbutanoyl-[acp] + 2 CoA + 2 CO2 + 2 NADP+ + S-Adenosyl-L-homocysteine + H2O,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R11126,monacolin-J-acid:(S)-2-methylbutanoyl-[acp] (S)-2-methylbutanoyltransferase,Monacolin J acid + (S)-2-Methylbutanoyl-[acp] <=> Lovastatin acid + Acyl-carrier protein,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R00345,phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming),Orthophosphate + Oxaloacetate <=> H2O + Phosphoenolpyruvate + CO2,"Pyruvate metabolism,Methane metabolism,Carbon fixation by Calvin cycle,Other carbon fixation pathways,Microbial metabolism in diverse environments,Carbon metabolism"
R00343,(S)-malate:NADP+ oxidoreductase,(S)-Malate + NADP+ <=> Oxaloacetate + NADPH + H+,"Pyruvate metabolism,Carbon fixation by Calvin cycle,Microbial metabolism in diverse environments,Carbon metabolism"
R00216,(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating),(S)-Malate + NADP+ <=> Pyruvate + CO2 + NADPH + H+,"Pyruvate metabolism,Carbon fixation by Calvin cycle,Microbial metabolism in diverse environments,Carbon metabolism"
R00206,"ATP:pyruvate,phosphate phosphotransferase",ATP + Pyruvate + Orthophosphate <=> AMP + Phosphoenolpyruvate + Diphosphate,"Glycolysis / Gluconeogenesis,Pyruvate metabolism,Carbon fixation by Calvin cycle,Other carbon fixation pathways,Microbial metabolism in diverse environments,Carbon metabolism"
R13453,,"S,S-Dimethyl-beta-propiothetin + ATP + CoA <=> Dimethyl sulfide + Propenoyl-CoA + ADP + Orthophosphate","Sulfur metabolism,Sulfur cycle"
R00919,propanoyl-CoA:NADP+ 2-oxidoreductase;,Propanoyl-CoA + NADP+ <=> Propenoyl-CoA + NADPH + H+,"Propanoate metabolism,Other carbon fixation pathways,Microbial metabolism in diverse environments,Carbon metabolism"
R09499,hydrogen-sulfide:flavocytochrome c oxidoreductase,Hydrogen sulfide + 2 Ferricytochrome c <=> Sulfur + 2 Ferrocytochrome c + 2 H+,"Sulfur metabolism,Microbial metabolism in diverse environments,Sulfur cycle"
R00742,acetyl-CoA:carbon-dioxide ligase (ADP-forming),ATP + Acetyl-CoA + HCO3- <=> ADP + Orthophosphate + Malonyl-CoA,"Fatty acid biosynthesis,Mycolic acid biosynthesis,Aflatoxin biosynthesis,Pyruvate metabolism,Propanoate metabolism,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,Fatty acid metabolism"
R01626,malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase,Malonyl-CoA + Acyl-carrier protein <=> CoA + Malonyl-[acyl-carrier protein],"Fatty acid biosynthesis,Mycolic acid biosynthesis,Biosynthesis of secondary metabolites,Fatty acid metabolism"
R10707,acetyl-CoA:malonyl-[acyl-carrier protein] C-acetyltransferase (decarboxylating),Acetyl-CoA + Malonyl-[acyl-carrier protein] <=> Acetoacetyl-[acp] + CoA + CO2,"Fatty acid biosynthesis,Fatty acid metabolism"
R05980,Glc2Man9GlcNAc2-[protein] 3-alpha-glucohydrolase (configuration-inverting),H2O + G00171 <=> D-Glucose + G00010,N-Glycan biosynthesis
R06722,"alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase",H2O + G00011 <=> D-Mannose + G10694,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R12479,,G10694 + 3 H2O <=> G00012 + 3 D-Mannose,"N-Glycan biosynthesis,Various types of N-glycan biosynthesis"
R08599,,GDP-D-mannose + G10694 <=> GDP + G01813,Various types of N-glycan biosynthesis
R06459,(2S)-methylmalonyl-CoA:malonyl-CoA malonyltransferase (narbonolide forming),6 (S)-Methylmalonyl-CoA + Malonyl-CoA + 5 NADPH + 5 H+ <=> Narbonolide + 7 CoA + 7 CO2 + 5 NADP+ + 2 H2O,"Biosynthesis of 12-, 14- and 16-membered macrolides,Biosynthesis of secondary metabolites"
R06461,"dTDP-3-dimethylamino-3,4,6-trideoxy-alpha-D-glucopyranose:narbonolide 3-dimethylamino-4,6-dideoxy-alpha-D-glucosyltransferase",Narbonolide + dTDP-D-desosamine <=> Narbomycin + dTDP,"Biosynthesis of 12-, 14- and 16-membered macrolides,Biosynthesis of secondary metabolites"
R06464,"narbomycin,reduced ferredoxin:oxygen oxidoreductase (pikromycin-forming)",Narbomycin + 2 Reduced ferredoxin + 2 H+ + Oxygen <=> Pikromycin + 2 Oxidized ferredoxin + H2O,"Biosynthesis of 12-, 14- and 16-membered macrolides,Biosynthesis of secondary metabolites"
R01281,palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating),Palmitoyl-CoA + L-Serine <=> 3-Dehydrosphinganine + CoA + CO2,Sphingolipid metabolism
R02978,sphinganine:NADP+ 3-oxidoreductase,Sphinganine + NADP+ <=> 3-Dehydrosphinganine + NADPH + H+,Sphingolipid metabolism
R06517,acyl-CoA:sphingosine N-acyltransferase,Acyl-CoA + Sphinganine <=> CoA + Dihydroceramide,Sphingolipid metabolism
R06519,"dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (4,5-dehydrogenating)",Dihydroceramide + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> N-Acylsphingosine + 2 Ferricytochrome b5 + 2 H2O,Sphingolipid metabolism
R01494,N-acylsphingosine amidohydrolase,N-Acylsphingosine + H2O <=> Fatty acid + Sphingosine,Sphingolipid metabolism
R01168,L-histidine ammonia-lyase (urocanate-forming),L-Histidine <=> Urocanate + Ammonia,Histidine metabolism
R02914,"4,5-dihydro-4-oxo-5-imidazolepropanoate hydro-lyase",4-Imidazolone-5-propanoate <=> Urocanate + H2O,Histidine metabolism
R02288,4-imidazolone-5-propanoate amidohydrolase,4-Imidazolone-5-propanoate + H2O <=> N-Formimino-L-glutamate,Histidine metabolism
R02285,N-formimino-L-glutamate formiminohydrolase,N-Formimino-L-glutamate + H2O <=> L-Glutamate + Formamide,Histidine metabolism
R02287,5-formiminotetrahydrofolate:L-glutamate N-formiminotransferase,5-Formiminotetrahydrofolate + L-Glutamate <=> Tetrahydrofolate + N-Formimino-L-glutamate,"Histidine metabolism,One carbon pool by folate"
R02286,N-formimino-L-glutamate iminohydrolase,N-Formimino-L-glutamate + H2O <=> N-Formyl-L-glutamate + Ammonia,Histidine metabolism
R00525,N-formyl-L-glutamate amidohydrolase,N-Formyl-L-glutamate + H2O <=> Formate + L-Glutamate,"Histidine metabolism,Glyoxylate and dicarboxylate metabolism"
R00351,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing),Citrate + CoA <=> Acetyl-CoA + H2O + Oxaloacetate,"Citrate cycle (TCA cycle),Glyoxylate and dicarboxylate metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids"
R01325,citrate hydro-lyase (cis-aconitate-forming),Citrate <=> cis-Aconitate + H2O,"Citrate cycle (TCA cycle),Glyoxylate and dicarboxylate metabolism,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,2-Oxocarboxylic acid metabolism"
R01899,isocitrate:NADP+ oxidoreductase,Isocitrate + NADP+ <=> Oxalosuccinate + NADPH + H+,"Citrate cycle (TCA cycle),Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,2-Oxocarboxylic acid metabolism"
R00621,,2-Oxoglutarate + Thiamin diphosphate <=> 3-Carboxy-1-hydroxypropyl-ThPP + CO2,"Citrate cycle (TCA cycle),Lipoic acid metabolism"
R01197,2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating),2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA,"Citrate cycle (TCA cycle),Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism,2-Oxocarboxylic acid metabolism"
R00405,succinate:CoA ligase (ADP-forming),ATP + Succinate + CoA <=> ADP + Orthophosphate + Succinyl-CoA,"Citrate cycle (TCA cycle),Propanoate metabolism,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R10343,succinyl-CoA:acetate CoA-transferase,Succinyl-CoA + Acetate <=> Acetyl-CoA + Succinate,"Citrate cycle (TCA cycle),Pyruvate metabolism,Butanoate metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R02164,succinate:quinone oxidoreductase,Quinone + Succinate <=> Hydroquinone + Fumarate,"Citrate cycle (TCA cycle),Pyruvate metabolism,Butanoate metabolism,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R01082,(S)-malate hydro-lyase (fumarate-forming),(S)-Malate <=> Fumarate + H2O,"Citrate cycle (TCA cycle),Pyruvate metabolism,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R00342,(S)-malate:NAD+ oxidoreductase,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,"Citrate cycle (TCA cycle),Pyruvate metabolism,Glyoxylate and dicarboxylate metabolism,Methane metabolism,Carbon fixation by Calvin cycle,Other carbon fixation pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R00361,(S)-malate:quinone oxidoreductase,(S)-Malate + Quinone <=> Oxaloacetate + Hydroquinone,"Citrate cycle (TCA cycle),Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Carbon metabolism"
R00425,"GTP 7,8-8,9-dihydrolase (diphosphate-forming)","GTP + 4 H2O <=> Formate + 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + 2 Orthophosphate","Riboflavin metabolism,Folate biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R11072,"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one cyclohydrolase","2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one <=> Dihydroneopterin phosphate + H2O","Folate biosynthesis,Biosynthesis of cofactors"
R03504,"7,8-dihydroneopterin glycolaldehyde-lyase [6-(hydroxymethyl)-7,8-dihydropterin-forming]","7,8-Dihydroneopterin <=> Glycolaldehyde + 6-(Hydroxymethyl)-7,8-dihydropterin","Folate biosynthesis,Biosynthesis of cofactors"
R03503,"ATP:6-hydroxymethyl-7,8-dihydropterin 6'-diphosphotransferase","ATP + 6-(Hydroxymethyl)-7,8-dihydropterin <=> AMP + 6-Hydroxymethyl-7,8-dihydropterin diphosphate",Folate biosynthesis
R02237,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming)",ATP + Dihydropteroate + L-Glutamate <=> ADP + Orthophosphate + Dihydrofolate,"Folate biosynthesis,Biosynthesis of cofactors"
R00936,"5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase",Tetrahydrofolate + NAD+ <=> Dihydrofolate + NADH + H+,"One carbon pool by folate,Folate biosynthesis,Biosynthesis of cofactors"
R02362,pectin pectylhydrolase,Pectin + n H2O <=> n Methanol + Pectate,Pentose and glucuronate interconversions
R02360,"poly(1,4-alpha-D-galacturonate) glycanohydrolase",Pectate + H2O <=> Digalacturonate + Pectate,Pentose and glucuronate interconversions
R07413,,Digalacturonate + H2O <=> 2 D-Galacturonate,Pentose and glucuronate interconversions
R07459,ATP:[sulfur-carrier protein] adenylyltransferase,Sulfur-carrier protein + ATP <=> Adenylyl-[sulfur-carrier protein] + Diphosphate,"Thiamine metabolism,Biosynthesis of cofactors"
R07461,[enzyme]-S-sulfanyl-L-cysteine:adenylyl-[sulfur-carrier protein] sulfurtransferase,[Enzyme]-S-sulfanylcysteine + Adenylyl-[sulfur-carrier protein] + Reduced acceptor <=> AMP + Thiocarboxy-[sulfur-carrier protein] + [Enzyme]-cysteine + Acceptor,"Thiamine metabolism,Biosynthesis of cofactors"
R10246,L-tyrosine 4-methylphenol-lyase (2-iminoacetate-forming),L-Tyrosine + S-Adenosyl-L-methionine + Reduced acceptor <=> Iminoglycine + 4-Cresol + 5'-Deoxyadenosine + L-Methionine + Acceptor,"Thiamine metabolism,Biosynthesis of cofactors"
R10247,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,"1-Deoxy-D-xylulose 5-phosphate + Iminoglycine + Thiocarboxy-[sulfur-carrier protein] <=> 2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate + Sulfur-carrier protein + 2 H2O","Thiamine metabolism,Biosynthesis of cofactors"
R03472,"5-amino-1-(5-phospho-D-ribosyl)imidazole formate-lyase (decarboxylating, 4-amino-2-methyl-5-phosphomethylpyrimidine-forming)",Aminoimidazole ribotide + S-Adenosyl-L-methionine <=> 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-Deoxyadenosine + L-Methionine + Formate + CO,"Thiamine metabolism,Biosynthesis of cofactors"
R04509,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase,ATP + 4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine <=> ADP + 4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate,"Thiamine metabolism,Biosynthesis of cofactors"
R10712,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate <=> Thiamin monophosphate + Diphosphate + CO2,"Thiamine metabolism,Biosynthesis of cofactors"
R00617,ATP:thiamin-phosphate phosphotransferase,ATP + Thiamin monophosphate <=> ADP + Thiamin diphosphate,"Thiamine metabolism,Biosynthesis of cofactors"
R01926,ATP:sphingosine 1-phosphotransferase;,Sphingosine + ATP <=> Sphingosine 1-phosphate + ADP,Sphingolipid metabolism
R06516,sphingosine-1-phosphate palmitaldehyde-lyase (phosphoethanolamine-forming),Sphingosine 1-phosphate <=> Ethanolamine phosphate + Hexadecenal,Sphingolipid metabolism
R08782,all-trans-nonaprenyl-diphosphate:homogentisate nonaprenyltransferase (decarboxylating),"Homogentisate + all-trans-Nonaprenyl diphosphate <=> 2-Methyl-6-solanyl-1,4-benzoquinol + Diphosphate + CO2","Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R10709,"S-adenosyl-L-methionine:2-methyl-6-solanyl-1,4-benzoquinol C3-methyltransferase","S-Adenosyl-L-methionine + 2-Methyl-6-solanyl-1,4-benzoquinol <=> S-Adenosyl-L-homocysteine + Plastoquinol-9","Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R01658,dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase,Dimethylallyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + Geranyl diphosphate,"Terpenoid backbone biosynthesis,Biosynthesis of secondary metabolites"
R10763,geranylgeranyl-diphosphate diphosphate-lyase (cyclooctat-9-en-7-ol-forming),Geranylgeranyl diphosphate + H2O <=> Cyclooctat-9-en-7-ol + Diphosphate,"Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R12177,"cyclooctat-9-en-7-ol,hydrogen-donor:oxygen oxidoreductase (5-hydroxylating)","Cyclooctat-9-en-7-ol + Reduced acceptor + Oxygen <=> Cyclooctat-9-ene-5,7-diol + Acceptor + H2O","Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R12178,"cyclooctat-9-ene-5,7-diol,hydrogen-donor:oxygen oxidoreductase (18-hydroxylating)","Cyclooctat-9-ene-5,7-diol + Reduced acceptor + Oxygen <=> Cyclooctatin + Acceptor + H2O","Biosynthesis of various other secondary metabolites,Biosynthesis of secondary metabolites"
R10666,chorismate hydro-lyase (3-[(1-carboxyvinyl)oxy]benzoate-forming),Chorismate <=> 3-[(1-Carboxyvinyl)oxy]benzoate + H2O,"Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R10667,"S-adenosyl-L-methionine:3-[(1-carboxyvinyl)-oxy]benzoate adenosyltransferase (bicarbonate-hydrolysing, 6-amino-6-deoxyfutalosine-forming)",S-Adenosyl-L-methionine + 3-[(1-Carboxyvinyl)oxy]benzoate + H2O <=> 6-Amino-6-deoxyfutalosine + L-Methionine + HCO3-,"Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R10668,6-amino-6-deoxyfutalosine ribohydrolase,6-Amino-6-deoxyfutalosine + H2O <=> Dehypoxanthine futalosine + Adenine,"Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R08588,dehypoxanthine futalosine:S-adenosyl-L-methionine oxidoreductase (cyclizing),Dehypoxanthine futalosine + S-Adenosyl-L-methionine <=> Cyclic dehypoxanthine futalosine + 5'-Deoxyadenosine + L-Methionine,"Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R08589,cyclic dehypoxanthine futalosine lyase (dihydroxyacetone-forming),"Cyclic dehypoxanthine futalosine <=> 1,4-Dihydroxy-6-naphthoate + Glycerone","Ubiquinone and other terpenoid-quinone biosynthesis,Biosynthesis of secondary metabolites,Biosynthesis of cofactors"
R00271,"acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)","Acetyl-CoA + H2O + 2-Oxoglutarate <=> (R)-2-Hydroxybutane-1,2,4-tricarboxylate + CoA","Lysine biosynthesis,Pyruvate metabolism,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids,Biosynthesis of cofactors"
